id,source,year,title,decision,reason,doi
259,acm,2025,Design of an Artificial Intelligence-Based Personalized Learning System,EXCLUDE,context – AI-based personalized learning system (education),10.1145/3766918.3766987
260,acm,2025,Behavioural Indicators of Usability in Visual Analytics Dashboards,EXCLUDE,context – behavioral usability indicators for analytics dashboards,10.1145/3715710
261,acm,2021,Learning Fair Representations for Recommendation: A Graph-based Perspective,EXCLUDE,EC2 – fair representation learning for recommendation (GNN),10.1145/3442381.3450015
262,acm,2025,From Voice to Ads: Auditing Commercial Smart Speakers for Targeted Advertising based on Voice Characteristics,EXCLUDE,EC2 – smart speaker voice characteristics for targeted advertising,10.1145/3730567.3764444
263,acm,2021,Towards a User Integration Framework for Personal Health Decision Support and Recommender Systems,EXCLUDE,context – health decision support and recommender systems,10.1145/3450613.3456816
264,acm,2022,User Click Preference Prediction Using Attention-based LSTM Model,EXCLUDE,EC2 – user click preference prediction for search (LSTM),10.1145/3510362.3510368
265,acm,2022,Infrastructural support of users' mediated potential,EXCLUDE,context – technical communication user models,10.1145/3507857.3507859
266,acm,2024,TOM: A Development Platform For Wearable Intelligent Assistants,EXCLUDE,context – wearable intelligent assistant platform,10.1145/3675094.3678382
267,acm,2024,"""Innovative Technologies or Invasive Technologies?"": Exploring Design Challenges of Privacy Protection With Smart Home in Jordan",UNCERTAIN,IC5(smart home)+IC4 borderline(user perceptions/attitudes about smart devices), IC3 missing – qualitative privacy study without AI method,10.1145/3637353
268,acm,2024,Study on the Construction of Learner Profile Model and the Recommendation Path of Personalized Innovation and Entrepreneurship Learning Strategies,EXCLUDE,context – learner profile model for education,10.1145/3690931.3690992
269,acm,2025,Construction and Optimization of an Intelligent Recommendation System for Ideological-Political Education in Business Administration Courses: Integrating K-Means Clustering and NLP Analysis,EXCLUDE,EC2/context – education ideological-political recommendation (K-means+NLP),10.1145/3757110.3757173
270,acm,2022,Nudging Towards Health? Examining the Merits of Nutrition Labels and Personalization in a Recipe Recommender System,EXCLUDE,EC2 – nutrition labels in food recommender,10.1145/3503252.3531312
271,acm,2024,Analysis of Library Retrieval Design Based on Knowledge Graph and User Profile,UNCERTAIN,IC3(knowledge graph)+IC5 borderline(library as built environment)+IC4 borderline(user profile for retrieval), primarily library recommendation focus,10.1145/3603273.3632220
272,acm,2021,EMVE-DeCK: A Theory-Based Framework for Designing and Tailoring Persuasive Technology,EXCLUDE,context – persuasive technology theory-based framework,10.1145/3450614.3464617
273,acm,2023,"Computer Vision, Human Likeness, and Problematic Behaviors: Distinguishing Stereotypes from Social Norms",EXCLUDE,context – computer vision and stereotypes in personalization,10.1145/3563359.3597381
274,acm,2026,Research on the Effectiveness Evaluation System of Electricity Marketing Channels Based on Big Data And FAHP,EXCLUDE,context – electricity marketing channel evaluation,
275,acm,2021,Modeling Context-aware Features for Cognitive Diagnosis in Student Learning,EXCLUDE,context – context-aware cognitive diagnosis in student learning,10.1145/3447548.3467264
276,acm,2021,Data-Driven Modeling of Learners’ Individual Differences for Predicting Engagement and Success in Online Learning,EXCLUDE,context – individual differences for student engagement in online learning,10.1145/3450613.3456834
277,acm,2026,"Reimagining Social Robots as Recommender Systems: Foundations, Framework, and Applications",EXCLUDE,context – social robots as recommender systems (LLM-based),10.1145/3757279.3785610
278,acm,2025,How does Search Affect Personalized Recommendations and User Behavior? Evidence from LLM-based Synthetic Data,EXCLUDE,EC2 – LLM synthetic data for search and recommendation,10.1145/3701716.3717530
279,acm,2024,Research on E-commerce Data Analysis Algorithms and Applications Based on Artificial Intelligence,EXCLUDE,EC2 – e-commerce data analysis with AI,10.1145/3686081.3686095
280,acm,2025,A Prompt Chaining Framework for Long-Term Recall in LLM-Powered Intelligent Assistant,EXCLUDE,context – LLM prompt chaining for intelligent assistant memory,10.1145/3708359.3712117
281,acm,2024,Spacelord: Private and Secure Smart Space Sharing,EXCLUDE,context – smart space sharing security/privacy (no user psychological modeling),10.1145/3637879
282,acm,2021,Investigating the Effects of Individual Cognitive Styles on Collaborative Gameplay,EXCLUDE,context – cognitive styles in multiplayer game collaboration,10.1145/3445792
283,acm,2025,STARec: An Efficient Agent Framework for Recommender Systems via Autonomous Deliberate Reasoning,EXCLUDE,EC2 – LLM agent framework for recommendation (STARec),10.1145/3746252.3760995
284,acm,2024,Research on Labeling System for Radio and Television Intelligent Recommendation System,EXCLUDE,EC2 – radio/TV recommendation labeling system with NLP,10.1145/3690407.3690509
285,acm,2021,Learning Implicit User Profile for Personalized Retrieval-Based Chatbot,EXCLUDE,context – personalized chatbot with implicit user profile (conversational AI),10.1145/3459637.3482269
286,acm,2025,Seeing and Speaking with Culture: How Visitor Profiles Shape Multimodal Interaction in a VR Art Exhibition,UNCERTAIN,"IC4(individual user traits, familiarity, museum engagement)+IC5 borderline(VR art exhibition in cultural institution)+IC3(multimodal interaction), relevant to user profiling in cultural built environments",10.1145/3717511.3747084
287,acm,2023,The Role of Serendipity in User-Curated Music Playlists,EXCLUDE,EC2 – serendipity in user-curated music playlists,10.1145/3587259.3627552
288,acm,2021,FakeMuse: A Serious Game on Authentication for Cultural Heritage,EXCLUDE,context – serious game for cultural heritage authentication,10.1145/3441627
289,acm,2021,MyrrorBot: A Digital Assistant Based on Holistic User Models for Personalized Access to Online Services,EXCLUDE,EC2 – digital assistant with holistic user models for online services,10.1145/3447679
290,acm,2024,When Box Meets Graph Neural Network in Tag-aware Recommendation,EXCLUDE,EC2 – LLM-enriched tags for recommendation (GNN),10.1145/3637528.3671973
291,acm,2026,Based on the realization path of accurate analysis and intelligent push of shopping mall users driven by AI agents,UNCERTAIN,IC3(AI agents)+IC5 borderline(shopping mall as built environment)+IC4 borderline(user analysis/demand analysis), primarily commercial retail focus,10.1145/3785706.3785929
292,acm,2025,Design and Implementation of User Profiles in University Informatization Platform,EXCLUDE,context – university informatization platform user profiles,10.1145/3735014.3735922
293,acm,2024,Uncovering the effects of unified user profiles in local institutions and organizations,EXCLUDE,context – unified user profiles in institutions (data privacy),10.1145/3638209.3638232
294,acm,2025,Digital Independence Linked to Functional Independence among Adults with Intellectual Disability,EXCLUDE,context – digital independence for adults with intellectual disability,10.1145/3774932
295,acm,2023,Understanding People’s Concerns and Attitudes Toward Smart Cities,UNCERTAIN,"IC4(people's concerns/attitudes/trust)+IC5 borderline(smart city), IC3 missing – qualitative study, no AI method, relevant to user expectation mapping",10.1145/3544548.3581558
296,acm,2025,"Enhancing Trust in Intelligent Virtual Agents: The Role of Acoustic Cues, Lexical Style, and Listener Characteristics in the Perception of Synthesized Speech",EXCLUDE,"context – trust in virtual agents via speech synthesis (generic, no built environment)",10.1145/3717511.3747069
297,acm,2024,Reader-aware Writing Assistance through Reader Profiles,EXCLUDE,context – reader profile for scientific writing assistance,10.1145/3648188.3675152
298,acm,2026,Research on the Impact of Internet Finance on Commercial Banks and Coping Strategies for AI-Driven Transformation,EXCLUDE,context – internet finance and banking,10.1145/3772900.3772961
299,acm,2025,Improved Personalized Headline Generation via Denoising Fake Interests from Implicit Feedback,EXCLUDE,EC2 – personalized news headline generation denoising,10.1145/3746252.3761210
300,acm,2026,The Application of Artificial Intelligence in the Teaching of Ideological and Political Theory Courses,EXCLUDE,context – AI in political education (ideological/political courses),10.1145/3788149.3788222
301,acm,2025,"“Human-Computer Interaction in the Big Data Era: Systems, Cognition, and Interactive Intelligence”",EXCLUDE,context – HCI in big data era (generic),10.1145/3749012.3749070
302,acm,2025,Dual-Phase Playtime-guided Recommendation: Interest Intensity Exploration and Multimodal Random Walks,EXCLUDE,EC2 – video game recommendation (playtime-guided),10.1145/3746027.3755597
303,acm,2023,Educational Game Quality Assessment Based on The User's Persona Profile: A Systematic Literature Review,EXCLUDE,context – educational game quality with persona profile,10.1145/3604571.3604587
304,acm,2025,News Content Production Based on Artificial Intelligence: Application of Chat GPT Technology in AIGC Mode,EXCLUDE,context – ChatGPT for news production (AIGC),10.1145/3732945.3732993
305,acm,2026,EpicCBR: Item-Relation-Enhanced Dual-Scenario Contrastive Learning for Cold-Start Bundle Recommendation,EXCLUDE,EC2 – bundle recommendation e-commerce,10.1145/3773966.3777993
306,acm,2025,Enhancing Text-Based Hierarchical Multilabel Classification for Mobile Applications via Contrastive Learning,EXCLUDE,EC2/context – mobile app classification for user modeling,10.1145/3711896.3737216
307,acm,2024,AdaRD: An Adaptive Response Denoising Framework for Robust Learner Modeling,EXCLUDE,context – learner modeling in online programming (KT),10.1145/3637528.3671684
308,acm,2025,On How Artificial Intelligence Can Help Personalise the Development of Teaching Methods for the Fundamental Principles of Marxism,EXCLUDE,context – AI for Marxism teaching (education),10.1145/3744367.3744438
309,acm,2026,"RAHAS: Reliable, Privacy-Aware Human Activity Sensing",EXCLUDE,context – wearable HAR with privacy,10.1145/3803414
310,acm,2023,UrbanKG: An Urban Knowledge Graph System,UNCERTAIN,"IC3(knowledge graph, urban computing)+IC5 borderline(urban environment), IC4 missing – urban data platform, not user psychological modeling",10.1145/3588577
311,acm,2024,Towards Sustainable Interaction in the Home Appliance Industry: An AI-Powered Dialogue System Approach,UNCERTAIN,IC3 borderline(AI dialogue system)+IC5(home appliance industry/smart home), IC4 unclear from truncated abstract – home appliance AI dialogue system,10.1145/3629606.3629669
312,acm,2025,D-RecSys: A Decentralized Recommendation Framework for Web 3.0-Based Content-Sharing Platforms,EXCLUDE,EC2 – decentralized recommendation for Web3 platforms,10.1145/3771093
313,acm,2024,Enhancing Understanding of Data Traces and Profiling Among K--9 Students Through an Interactive Classroom Game,EXCLUDE,context – educating K-9 students about data profiling,10.1145/3677619.3677635
314,acm,2021,What and How long: Prediction of Mobile App Engagement,EXCLUDE,context – mobile app engagement prediction,10.1145/3464301
315,acm,2023,Reciprocal Sequential Recommendation,EXCLUDE,EC2 – reciprocal sequential recommendation (online dating/recruitment),10.1145/3604915.3608798
316,acm,2024,Harnessing Large Language Models for Text-Rich Sequential Recommendation,EXCLUDE,EC2 – LLM for text-rich sequential recommendation,10.1145/3589334.3645358
317,acm,2022,Exploring profiling and personalisation in sleep music design: towards conceptualising musical sleep aids for hospital use,UNCERTAIN,IC5 borderline(hospital as built environment)+IC4 borderline(user profiling for sleep music), IC3 missing – music design research without relational/generative AI,10.1145/3561212.3561245
318,acm,2024,Research on the Ideological and Political Education Model in Higher Education Under the Background of 'Internet Plus,EXCLUDE,context – ideological/political education in higher education,10.1145/3660043.3660077
319,acm,2022,Learning Interest-oriented Universal User Representation via Self-supervision,EXCLUDE,EC2 – universal user representation for commercial services,10.1145/3503161.3548767
320,acm,2025,Knowledge Graph Pruning for Recommendation,EXCLUDE,EC2 – knowledge graph pruning for recommendation,10.1145/3769107
321,acm,2024,Use of Artificial Intelligence in the Personalisation of In-vehicle Interaction Interfaces,UNCERTAIN,"IC3(AI-driven)+IC4(interaction modes, consumer needs, interface personalization)+IC5 borderline(in-vehicle interface = mobile built environment), autonomous vehicle context",10.1145/3672919.3672950
322,acm,2025,Generative Artificial Intelligence (AIGC)-based Platform Economy Content Production Model and Marketing Strategy Innovation,EXCLUDE,EC2 – AIGC platform economy content production and marketing,10.1145/3745676.3745728
323,acm,2021,Personalization Paradox in Behavior Change Apps: Lessons from a Social Comparison-Based Personalized App for Physical Activity,EXCLUDE,context – social comparison app for physical activity,10.1145/3449190
324,acm,2023,A Modular Social Sensing System for Personalized Orienteering in the COVID-19 Era,EXCLUDE,EC2/context – tourism orienteering/itinerary planning with social sensing,10.1145/3615359
325,acm,2025,Research on the Mechanism and Path of Empowering Rural Industrial Chain and Supply Chain Resilience with Generative Artificial Intelligence,EXCLUDE,context – generative AI for rural industrial supply chain,10.1145/3745238.3745312
326,acm,2025,Optimizing Teaching Approaches in Adolescent Ethics Education via Generative Artificial Intelligence,EXCLUDE,context – generative AI for ethics education,10.1145/3746469.3746566
327,acm,2025,Virtual Identity Alignment System Based on Multi-source Intelligence,EXCLUDE,context – virtual identity alignment for fraud detection,10.1145/3712623.3712626
328,acm,2026,Incorporating Multimodal Commonsense and Heterogeneous User Knowledge for Personalized Implicit Sentiment Analysis in Chinese,EXCLUDE,EC2 – multimodal sentiment analysis on social media,10.1145/3797258
329,acm,2025,Simulating Before Planning: Constructing Intrinsic User World Model for User-Tailored Dialogue Policy Planning,EXCLUDE,context – user world model for task-oriented dialogue policy,10.1145/3726302.3730084
330,acm,2025,CapTune: Adapting Non-Speech Captions With Anchored Generative Models,EXCLUDE,context – caption customization for deaf/HoH users,10.1145/3663547.3746346
331,acm,2026,Multi-Interest Recommendation: A Survey,EXCLUDE,EC2 – multi-interest recommendation survey,10.1145/3789510
332,acm,2026,VoxVista: Enhancing Screen Reading Experience for Online User Comments,EXCLUDE,context – screen reader for online discussions (accessibility),10.1145/3786304.3788850
333,acm,2022,Mining Willing-to-Pay Behavior Patterns from Payment Datasets,EXCLUDE,EC2 – willing-to-pay behavior in e-commerce,10.1145/3485848
334,acm,2021,One Chatbot Per Person: Creating Personalized Chatbots based on Implicit User Profiles,EXCLUDE,context – personalized chatbot with consistent personality (conversational AI),10.1145/3404835.3462828
335,acm,2024,Secure and Trustworthy Artificial Intelligence-extended Reality (AI-XR) for Metaverses,EXCLUDE,context – metaverse security and AI-XR,10.1145/3614426
336,acm,2025,Decoy Effect in Search Interaction: Understanding User Behavior and Measuring System Vulnerability,EXCLUDE,context – decoy effect in search interaction (cognitive bias study),10.1145/3708884
337,acm,2025,RecUserSim: A Realistic and Diverse User Simulator for Evaluating Conversational Recommender Systems,EXCLUDE,EC2 – user simulator for conversational recommender systems,10.1145/3701716.3715258
338,acm,2024,Should Fairness be a Metric or a Model? A Model-based Framework for Assessing Bias in Machine Learning Pipelines,EXCLUDE,context – fairness metric/model framework for ML pipelines,10.1145/3641276
339,acm,2025,Agent-to-Agent (A2A) Protocol Integrated Digital Twin System with AgentIQ for Multimodal AI Fitness Coaching and Personalized Well-Being,EXCLUDE,context – digital twin for fitness coaching (health/wellness),10.1145/3746027.3758176
340,acm,2025,MCAP: Low-Pass GNNs with Matrix Completion for Academic Recommendations,EXCLUDE,EC2 – GNN for academic paper recommendation,10.1145/3698193
341,acm,2024,An Ontology Network for Citizen Curation,UNCERTAIN,IC3(ontology)+IC5 borderline(cultural heritage/museums as built environments)+IC4 borderline(visitor experience data), citizen curation of cultural artifacts,10.1145/3704729
342,acm,2024,Business Intelligence Based on Big Data in Innovative E-commerce Data,EXCLUDE,EC2 – e-commerce business intelligence big data,10.1145/3675417.3675463
343,acm,2026,SPICA: Scalable and Personalized Conversational Agent Framework for AAC Users,EXCLUDE,context – conversational agent for AAC users (accessibility),10.1145/3742413.3789116
344,acm,2025,Semantic-AIGC Integration for the Design Regeneration of Yao Ethnic Decorative Motifs using Machine Learning,EXCLUDE,context – AI for ethnic decorative motif design (cultural arts),10.1145/3772726.3772845
345,acm,2025,Wealth-Voyager: Navigating IntelligentWealth Management with a Multi-Agent Framework,EXCLUDE,context – multi-agent wealth management,10.1145/3766918.3766944
346,acm,2022,Task-optimized User Clustering based on Mobile App Usage for Cold-start Recommendations,EXCLUDE,EC2 – user clustering for cold-start recommendation (mobile apps),10.1145/3534678.3539105
347,acm,2025,Accessibility Scout: Personalized Accessibility Scans of Built Environments,UNCERTAIN,"IC5(built environments explicitly mentioned)+IC4 borderline(personalized for disability needs), IC3 missing – ML accessibility scanning, not relational/generative AI for psychological modeling",10.1145/3746059.3747624
348,acm,2025,From Gaze to Data: Privacy and Societal Challenges of Using Eye-tracking Data to Inform GenAI Models,EXCLUDE,context – eye-tracking + GenAI privacy concerns (wearables),10.1145/3715669.3726788
349,acm,2025,Gathering Requirements for Stress Management in Autistic Adults for the Development of Augmented Reality Self-Interventions,EXCLUDE,context – AR stress management for autistic adults (healthcare/accessibility),10.1145/3777370
350,acm,2025,Filtering Discomforting Recommendations with Large Language Models,EXCLUDE,EC2 – LLM for filtering discomforting recommendations,10.1145/3696410.3714850
351,acm,2025,From Individuals to Crowds: Dual-Level Public Response Prediction in Social Media,EXCLUDE,EC2 – public response prediction on social media,10.1145/3746027.3754828
352,acm,2021,Neighbourhood Wattch: Using Speculative Design to Explore Values Around Curtailment and Consent in Household Energy Interactions,EXCLUDE,context – household energy interactions and consent (speculative design),10.1145/3411764.3445095
353,acm,2024,Aggregating Neighbourhood Information of Items with Knowledge Graph and User Intent Information behind Interaction for Recommendation,EXCLUDE,EC2 – KG for item recommendation,10.1145/3653924.3653929
354,acm,2025,Research on Sentiment Analysis of Weibo Comments Based on ALBERT-BiGRN-Att,EXCLUDE,EC2 – Weibo sentiment analysis (ALBERT-BiGRN),
355,acm,2021,Personalized question-answering over linked data,EXCLUDE,context – personalized QA over linked data (generic information retrieval),10.1145/3454127.3456585
356,acm,2026,A Survey of Personalization: From RAG to Agent,EXCLUDE,context – survey of personalization from RAG to agents,10.1145/3802586
357,acm,2025,NExT-Search: Rebuilding User Feedback Ecosystem for Generative AI Search,EXCLUDE,EC2 – generative AI search with user feedback,10.1145/3726302.3730353
358,acm,2026,XAIUI: User Belief-Driven Explainable AI for Context-Aware Adaptive Interfaces,UNCERTAIN,IC4(user beliefs/expectations)+IC3(XAI for adaptive interfaces)+IC5 borderline(AR systems), generic XAI/AR context without specific built environment,10.1145/3774657
359,acm,2025,DistillRecDial: A Knowledge-Distilled Dataset Capturing User Diversity in Conversational Recommendation,EXCLUDE,EC2 – knowledge-distilled dataset for CRS diversity,10.1145/3705328.3748161
360,acm,2025,Enhancing Dual-Target Cross-Domain Recommendation via Similar User Bridging,EXCLUDE,EC2 – dual-target cross-domain recommendation,10.1145/3746252.3761356
361,acm,2022,Knowledge Graph Enhanced Community Consensus: a Scenario-based Knowledge Construction on Buddha Images,EXCLUDE,EC4 – no abstract, KG for Buddha image community consensus,10.1145/3502223.3502744
362,acm,2025,User Behavior Simulation with Large Language Model-based Agents,EXCLUDE,EC2 – LLM user behavior simulation for recommendation/social networks,10.1145/3708985
363,acm,2025,Ads that Talk Back: Implications and Perceptions of Injecting Personalized Advertising into LLM Chatbots,EXCLUDE,EC2 – personalized advertising in LLM chatbots,10.1145/3770640
364,acm,2025,Transferable and Forecastable User Targeting Foundation Model,EXCLUDE,EC2 – user targeting foundation model for marketing,10.1145/3701716.3715266
365,acm,2025,Exploration of Precise Knowledge Service Mode of Video Websites Based on Group User Portrait,EXCLUDE,EC2 – video website knowledge service with user portrait,10.1145/3711542.3711577
366,acm,2025,When Headlines Meet Minds: Empowering News Recommendations with Social Simulator,EXCLUDE,EC2 – news recommendation with social simulator,10.1145/3746027.3754565
367,acm,2024,Intent-Oriented Dynamic Interest Modeling for Personalized Web Search,EXCLUDE,EC2 – intent-oriented interest modeling for personalized web search,10.1145/3639817
368,acm,2024,Analysis of Education Model Based on Student Big Data Portrait,EXCLUDE,context – student big data portrait in marketing education,10.1145/3697355.3697386
369,acm,2025,Creating General User Models from Computer Use,EXCLUDE,context – general user models from computer use (generic digital environments),10.1145/3746059.3747722
370,acm,2026,AI-Driven virtual sports and leisure Platforms: Innovative Models and User Experience Optimization,EXCLUDE,context – AI-driven virtual sports and leisure platforms,10.1145/3796028.3796107
371,acm,2025,Envisioning Recommendations on an LLM-Based Agent Platform,EXCLUDE,EC2 – LLM-based agent platform recommendations (short paper),10.1145/3699952
372,acm,2023,Security and Usability of a Personalized User Authentication Paradigm: Insights from a Longitudinal Study with Three Healthcare Organizations,EXCLUDE,context – personalized user authentication for healthcare organizations,10.1145/3564610
373,acm,2026,Towards Co-Constructed Explanations: A Multi-Agent Reasoning-Based Conversational System for Adaptive Explanations,EXCLUDE,context – multi-agent conversational XAI system,10.1145/3765766.3765768
374,acm,2026,Loc-PredModel: A Proactive Weather Service Framework via Destination Prediction and Spatio-Temporal Data Alignment,EXCLUDE,context – proactive weather service via destination prediction,
375,acm,2025,Sentiment-Aware Neural Recommendation for User Experience Analysis in Short-Term Rentals: A Case Study from Chongqing,EXCLUDE,EC2 – sentiment-aware recommendation for short-term rentals,10.1145/3757749.3757861
376,acm,2025,Design and Evaluation of Generative Agent-based Platform for Human-Assistant Interaction Research: A Tale of 10 User Studies,EXCLUDE,context – generative agent platform for HCI research,10.1145/3770661
377,acm,2023,"Recommender Systems, Autonomy and User Engagement",EXCLUDE,"EC2 – recommender systems, autonomy and user engagement",10.1145/3597512.3599712
378,acm,2025,Research on political Education Content Recommendation Model for Colleges and Universities Based on Graph Neural Networks,EXCLUDE,EC2/context – political education recommendation with GNN,10.1145/3764206.3764296
379,acm,2023,ViSDM 1.0: Vision Sovereignty Data Marketplace a Decentralized Platform for Crowdsourcing Data Collection and Trading,EXCLUDE,context – crowdsourcing data marketplace for AI services,10.1145/3582515.3609556
380,acm,2025,AI-Powered Automated and Remote UX Evaluation Methods: A Systematic Literature Review,EXCLUDE,context – AI-powered automated UX evaluation (review),10.1145/3711670.3764614
381,acm,2024,"""They Make Us Old Before We're Old"": Designing Ethical Health Technology with and for Older Adults",EXCLUDE,context – voice-first health technology for older adults (participatory),10.1145/3687017
382,acm,2026,"Music Listening, Mental Health, and Stress: A Computational Framework for Personalized Analysis and Recommendation",EXCLUDE,EC2 – music + mental health analysis with social media data,10.1145/3797892
383,acm,2021,Standing in Your Shoes: External Assessments for Personalized Recommender Systems,EXCLUDE,EC2 – external assessments for personalized recommender systems,10.1145/3404835.3462916
384,acm,2025,PKGRec: Personal Knowledge Graph Construction and Mining for Federated Recommendation Enhancement,EXCLUDE,EC2 – personal knowledge graph for federated recommendation,10.1145/3746252.3761301
385,acm,2025,ClariLM: Enhancing Open-domain Clarification Ability for Large Language Models,EXCLUDE,EC2/context – LLM clarification for information seeking,10.1145/3746252.3761068
386,acm,2024,"""I Know I'm Being Observed:"" Video Interventions to Educate Users about Targeted Advertising on Facebook",EXCLUDE,EC2 – targeted advertising education on Facebook,10.1145/3613904.3642885
387,acm,2026,The Bayesian Storyteller: An Interactive System for Human-AI Collaborative Pitch Book Narrative Generation,EXCLUDE,context – Bayesian storyteller for financial pitch books,10.1145/3786304.3788844
388,acm,2026,Research on AI-enabled UGC Content Innovation in Mobile Social E-commerce,EXCLUDE,EC2 – AI-enabled UGC in mobile social e-commerce,10.1145/3771792.3773890
389,acm,2023,Incorporating Explicit Subtopics in Personalized Search,EXCLUDE,EC2 – explicit subtopics in personalized search,10.1145/3543507.3583488
390,acm,2025,Sequence-augmented Conversational Recommendation System Based on Diffusion Models for Personalized Cultural Exploration,EXCLUDE,EC2 – conversational recommendation with diffusion for cultural exploration,10.1145/3743093.3770941
391,acm,2025,How Can Recommender Systems Benefit from Large Language Models: A Survey,EXCLUDE,EC2 – LLM for recommender systems survey,10.1145/3678004
392,acm,2025,Human vs. Agent in Task-Oriented Conversations,EXCLUDE,context – human vs agent in task-oriented conversations,10.1145/3767695.3769490
393,acm,2026,A Study on the Optimized Distribution Framework for the Tobacco Products Market,EXCLUDE,context – tobacco market distribution optimization,
394,acm,2023,Research agenda for IoT-based comfort management systems in open-plan office spaces,EXCLUDE,"EC1 – IoT comfort management in office spaces, IEQ factors (thermal/air quality), no psychological user modeling",10.1145/3594806.3596540
395,acm,2025,Bridging Personalization and Control in Scientific Personalized Search,EXCLUDE,EC2/context – personalized scientific search,10.1145/3726302.3729913
396,acm,2025,A Survey of Conversational Search,EXCLUDE,EC2/context – conversational search survey,10.1145/3759453
397,acm,2025,Adaptive Interaction Paradigm for Mixed Reality Games,EXCLUDE,context – adaptive interaction paradigm for MR games,10.1145/3768627
398,acm,2025,Enhancing Capsule Network for Precision Marketing in E-commerce Live Broadcasting under Big Data,EXCLUDE,EC2 – capsule network for e-commerce marketing,10.1145/3745238.3745263
399,acm,2021,IRF: A Framework for Enabling Users to Interact with Recommenders through Dialogue,EXCLUDE,EC2 – dialogue framework for user-recommender interaction,10.1145/3449237
400,acm,2026,Research on Low-Cost Persona Construction Based on Prompt Fine-Tuning of Low-to-High Parameter Large Models and Machine Learning,UNCERTAIN,"IC3(LLMs, prompt fine-tuning)+IC4(persona construction, user portraits), IC5 missing – generic persona/user portrait construction without built environment",10.1145/3788149.3788165
401,acm,2024,Design of a University Book Push System Based on Big Data,EXCLUDE,context – university book recommendation system,10.1145/3644523.3644531
402,acm,2026,Statistical Filtering for Fair Item Ranking,EXCLUDE,EC2 – statistical filtering for fair item ranking,10.1145/3801969
403,acm,2025,Reinforced Prompt Personalization for Recommendation with Large Language Models,EXCLUDE,EC2 – reinforced prompt personalization for LLM recommendation,10.1145/3716320
404,acm,2023,An Efficient and Accurate GPU-based Deep Learning Model for Multimedia Recommendation,EXCLUDE,EC2 – multimedia hashtag recommendation,10.1145/3524022
405,acm,2025,CuCap: Comparative Analysis of Customized Captioning between North American and South Korean d/Deaf and Hard-of-Hearing Users,EXCLUDE,context – captioning customization for deaf/HoH users (accessibility),10.1145/3663547.3746400
406,acm,2021,"A Cloud-based Robot System for Long-term Interaction: Principles, Implementation, Lessons Learned",EXCLUDE,context – cloud-based social robot for long-term HRI,10.1145/3481585
407,acm,2025,LLM-Enhanced User–Item Interactions: Leveraging Edge Information for Optimized Recommendations,EXCLUDE,EC2 – LLM + GNN for user-item recommendation,10.1145/3757925
408,acm,2023,The Elements of Visual Art Recommendation: Learning Latent Semantic Representations of Paintings,EXCLUDE,EC2 – visual art recommendation with semantic representations,10.1145/3544548.3581477
409,acm,2025,Federated Recommender System Based on Diffusion Augmentation and Guided Denoising,EXCLUDE,EC2 – federated recommender with diffusion augmentation,10.1145/3688570
410,acm,2024,Determining the Effect of Feedback Quality on User Engagement on Online Idea Crowdsourcing Platforms Using an AI model,EXCLUDE,context – crowdsourcing platform feedback quality and user engagement,10.1145/3686915
411,acm,2025,WikiHint: A Human-Annotated Dataset for Hint Ranking and Generation,EXCLUDE,context – LLM hint ranking and generation (QA),10.1145/3726302.3730284
412,acm,2026,Research on the Impact of Personalized Consumption Characteristics of New Generation Employees in Enterprises Empowered by AI and Big Data on Performance Satisfaction,EXCLUDE,context – AI/big data impact on employee performance satisfaction,10.1145/3789297.3789350
413,acm,2025,Rethinking Convolutional Neural Network in Multimodal Sequential Recommendation,EXCLUDE,EC2 – CNN for multimodal sequential recommendation,10.1145/3777377
414,acm,2026,Multilinguality in MIND: Advancing Cross-lingual News Recommendation with a Multilingual Dataset,EXCLUDE,EC2 – cross-lingual news recommendation,10.1145/3777415
415,acm,2025,Real-Time Adaptive Industrial Robots: Improving Safety And Comfort In Human-Robot Collaboration,EXCLUDE,context – real-time adaptive industrial robots for HRC safety,10.1145/3706598.3713889
416,acm,2024,SINKT: A Structure-Aware Inductive Knowledge Tracing Model with Large Language Model,EXCLUDE,context – LLM for educational knowledge tracing (SINKT),10.1145/3627673.3679760
417,acm,2022,Providing A Topic-Based LSTM Model to Re-Rank Search Results,EXCLUDE,EC2 – topic-based LSTM for search result re-ranking,10.1145/3529399.3529438
418,acm,2024,Understanding or Manipulation: Rethinking Online Performance Gains of Modern Recommender Systems,EXCLUDE,EC2 – rethinking recommender system performance gains,10.1145/3637869
419,acm,2026,Adaptive Learning Theory-Driven Recommendation Systems: Enhancing Personalized Pathways in Lifelong Education Credit Banks,EXCLUDE,context – adaptive learning recommendation for lifelong education,10.1145/3785987.3786074
420,acm,2025,Large Language Models Empowered Personalized Web Agents,EXCLUDE,EC2 – LLM-empowered personalized web agents,10.1145/3696410.3714842
421,acm,2025,Agentic Feedback Loop Modeling Improves Recommendation and User Simulation,EXCLUDE,EC2 – agentic feedback loop for recommendation and user simulation,10.1145/3726302.3729893
422,acm,2022,"Enthusiasts, Pragmatists, and Skeptics: Investigating Users’ Attitudes Towards Emotion- and Personality-Aware Voice Assistants across Cultures",UNCERTAIN,"IC4(personality-aware, emotion-aware VAs, user attitudes/expectations)+IC5(smart home voice assistants), IC3 borderline – investigates user reactions to personality-aware VAs, not generating models",10.1145/3543758.3543776
