id,source,year,title,decision,reason,doi
273,acm,2023,"Computer Vision, Human Likeness, and Problematic Behaviors: Distinguishing Stereotypes from Social Norms",UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3563359.3597381
274,acm,2026,Research on the Effectiveness Evaluation System of Electricity Marketing Channels Based on Big Data And FAHP,INCLUDE,IC3(generative: rag) + IC4(user profil) + IC5(iot),
275,acm,2021,Modeling Context-aware Features for Cognitive Diagnosis in Student Learning,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3447548.3467264
276,acm,2021,Data-Driven Modeling of Learners’ Individual Differences for Predicting Engagement and Success in Online Learning,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3450613.3456834
277,acm,2026,"Reimagining Social Robots as Recommender Systems: Foundations, Framework, and Applications",UNCERTAIN,no built environment context detected,10.1145/3757279.3785610
278,acm,2025,How does Search Affect Personalized Recommendations and User Behavior? Evidence from LLM-based Synthetic Data,EXCLUDE,EC2 – web/social platform context (online platform),10.1145/3701716.3717530
279,acm,2024,Research on E-commerce Data Analysis Algorithms and Applications Based on Artificial Intelligence,EXCLUDE,"EC2 – web/social platform context (e-commerce, sentiment analysis)",10.1145/3686081.3686095
280,acm,2025,A Prompt Chaining Framework for Long-Term Recall in LLM-Powered Intelligent Assistant,UNCERTAIN,no built environment context detected,10.1145/3708359.3712117
281,acm,2024,Spacelord: Private and Secure Smart Space Sharing,UNCERTAIN,no occupant preference/intent dimension detected,10.1145/3637879
282,acm,2021,Investigating the Effects of Individual Cognitive Styles on Collaborative Gameplay,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3445792
283,acm,2025,STARec: An Efficient Agent Framework for Recommender Systems via Autonomous Deliberate Reasoning,UNCERTAIN,no built environment context detected,10.1145/3746252.3760995
284,acm,2024,Research on Labeling System for Radio and Television Intelligent Recommendation System,UNCERTAIN,no built environment context detected,10.1145/3690407.3690509
285,acm,2021,Learning Implicit User Profile for Personalized Retrieval-Based Chatbot,UNCERTAIN,no built environment context detected,10.1145/3459637.3482269
286,acm,2025,Seeing and Speaking with Culture: How Visitor Profiles Shape Multimodal Interaction in a VR Art Exhibition,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3717511.3747084
287,acm,2023,The Role of Serendipity in User-Curated Music Playlists,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3587259.3627552
288,acm,2021,FakeMuse: A Serious Game on Authentication for Cultural Heritage,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3441627
289,acm,2021,MyrrorBot: A Digital Assistant Based on Holistic User Models for Personalized Access to Online Services,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3447679
290,acm,2024,When Box Meets Graph Neural Network in Tag-aware Recommendation,EXCLUDE,EC2 – web/social platform context (e-commerce),10.1145/3637528.3671973
291,acm,2026,Based on the realization path of accurate analysis and intelligent push of shopping mall users driven by AI agents,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3785706.3785929
292,acm,2025,Design and Implementation of User Profiles in University Informatization Platform,EXCLUDE,EC2 – web/social platform context (online platform),10.1145/3735014.3735922
293,acm,2024,Uncovering the effects of unified user profiles in local institutions and organizations,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3638209.3638232
294,acm,2025,Digital Independence Linked to Functional Independence among Adults with Intellectual Disability,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3774932
295,acm,2023,Understanding People’s Concerns and Attitudes Toward Smart Cities,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected,10.1145/3544548.3581558
296,acm,2025,"Enhancing Trust in Intelligent Virtual Agents: The Role of Acoustic Cues, Lexical Style, and Listener Characteristics in the Perception of Synthesized Speech",UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3717511.3747069
297,acm,2024,Reader-aware Writing Assistance through Reader Profiles,UNCERTAIN,no built environment context detected,10.1145/3648188.3675152
298,acm,2026,Research on the Impact of Internet Finance on Commercial Banks and Coping Strategies for AI-Driven Transformation,UNCERTAIN,no built environment context detected,10.1145/3772900.3772961
299,acm,2025,Improved Personalized Headline Generation via Denoising Fake Interests from Implicit Feedback,UNCERTAIN,no built environment context detected,10.1145/3746252.3761210
300,acm,2026,The Application of Artificial Intelligence in the Teaching of Ideological and Political Theory Courses,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3788149.3788222
301,acm,2025,"“Human-Computer Interaction in the Big Data Era: Systems, Cognition, and Interactive Intelligence”",UNCERTAIN,no built environment context detected,10.1145/3749012.3749070
302,acm,2025,Dual-Phase Playtime-guided Recommendation: Interest Intensity Exploration and Multimodal Random Walks,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3746027.3755597
303,acm,2023,Educational Game Quality Assessment Based on The User's Persona Profile: A Systematic Literature Review,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3604571.3604587
304,acm,2025,News Content Production Based on Artificial Intelligence: Application of Chat GPT Technology in AIGC Mode,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3732945.3732993
305,acm,2026,EpicCBR: Item-Relation-Enhanced Dual-Scenario Contrastive Learning for Cold-Start Bundle Recommendation,UNCERTAIN,no built environment context detected,10.1145/3773966.3777993
306,acm,2025,Enhancing Text-Based Hierarchical Multilabel Classification for Mobile Applications via Contrastive Learning,UNCERTAIN,no built environment context detected,10.1145/3711896.3737216
307,acm,2024,AdaRD: An Adaptive Response Denoising Framework for Robust Learner Modeling,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3637528.3671684
308,acm,2025,On How Artificial Intelligence Can Help Personalise the Development of Teaching Methods for the Fundamental Principles of Marxism,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3744367.3744438
309,acm,2026,"RAHAS: Reliable, Privacy-Aware Human Activity Sensing",UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3803414
310,acm,2023,UrbanKG: An Urban Knowledge Graph System,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3588577
311,acm,2024,Towards Sustainable Interaction in the Home Appliance Industry: An AI-Powered Dialogue System Approach,EXCLUDE,EC2 – web/social platform context (product recommendation),10.1145/3629606.3629669
312,acm,2025,D-RecSys: A Decentralized Recommendation Framework for Web 3.0-Based Content-Sharing Platforms,EXCLUDE,"EC2 – web/social platform context (e-commerce, product recommendation)",10.1145/3771093
313,acm,2024,Enhancing Understanding of Data Traces and Profiling Among K--9 Students Through an Interactive Classroom Game,EXCLUDE,"EC2 – web/social platform context (social media, online platform)",10.1145/3677619.3677635
314,acm,2021,What and How long: Prediction of Mobile App Engagement,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3464301
315,acm,2023,Reciprocal Sequential Recommendation,EXCLUDE,EC2 – web/social platform context (online platform),10.1145/3604915.3608798
316,acm,2024,Harnessing Large Language Models for Text-Rich Sequential Recommendation,EXCLUDE,EC2 – web/social platform context (social media),10.1145/3589334.3645358
317,acm,2022,Exploring profiling and personalisation in sleep music design: towards conceptualising musical sleep aids for hospital use,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3561212.3561245
318,acm,2024,Research on the Ideological and Political Education Model in Higher Education Under the Background of 'Internet Plus,UNCERTAIN,no built environment context detected,10.1145/3660043.3660077
319,acm,2022,Learning Interest-oriented Universal User Representation via Self-supervision,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3503161.3548767
320,acm,2025,Knowledge Graph Pruning for Recommendation,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3769107
321,acm,2024,Use of Artificial Intelligence in the Personalisation of In-vehicle Interaction Interfaces,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3672919.3672950
322,acm,2025,Generative Artificial Intelligence (AIGC)-based Platform Economy Content Production Model and Marketing Strategy Innovation,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3745676.3745728
323,acm,2021,Personalization Paradox in Behavior Change Apps: Lessons from a Social Comparison-Based Personalized App for Physical Activity,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3449190
324,acm,2023,A Modular Social Sensing System for Personalized Orienteering in the COVID-19 Era,UNCERTAIN,no built environment context detected,10.1145/3615359
325,acm,2025,Research on the Mechanism and Path of Empowering Rural Industrial Chain and Supply Chain Resilience with Generative Artificial Intelligence,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3745238.3745312
326,acm,2025,Optimizing Teaching Approaches in Adolescent Ethics Education via Generative Artificial Intelligence,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3746469.3746566
327,acm,2025,Virtual Identity Alignment System Based on Multi-source Intelligence,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3712623.3712626
328,acm,2026,Incorporating Multimodal Commonsense and Heterogeneous User Knowledge for Personalized Implicit Sentiment Analysis in Chinese,EXCLUDE,EC2 – web/social platform context (sentiment analysis),10.1145/3797258
329,acm,2025,Simulating Before Planning: Constructing Intrinsic User World Model for User-Tailored Dialogue Policy Planning,UNCERTAIN,no built environment context detected,10.1145/3726302.3730084
330,acm,2025,CapTune: Adapting Non-Speech Captions With Anchored Generative Models,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3663547.3746346
331,acm,2026,Multi-Interest Recommendation: A Survey,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3789510
332,acm,2026,VoxVista: Enhancing Screen Reading Experience for Online User Comments,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3786304.3788850
333,acm,2022,Mining Willing-to-Pay Behavior Patterns from Payment Datasets,EXCLUDE,EC2 – web/social platform context (e-commerce),10.1145/3485848
334,acm,2021,One Chatbot Per Person: Creating Personalized Chatbots based on Implicit User Profiles,UNCERTAIN,no built environment context detected,10.1145/3404835.3462828
335,acm,2024,Secure and Trustworthy Artificial Intelligence-extended Reality (AI-XR) for Metaverses,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3614426
336,acm,2025,Decoy Effect in Search Interaction: Understanding User Behavior and Measuring System Vulnerability,UNCERTAIN,no built environment context detected,10.1145/3708884
337,acm,2025,RecUserSim: A Realistic and Diverse User Simulator for Evaluating Conversational Recommender Systems,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3701716.3715258
338,acm,2024,Should Fairness be a Metric or a Model? A Model-based Framework for Assessing Bias in Machine Learning Pipelines,UNCERTAIN,no built environment context detected,10.1145/3641276
339,acm,2025,Agent-to-Agent (A2A) Protocol Integrated Digital Twin System with AgentIQ for Multimodal AI Fitness Coaching and Personalized Well-Being,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3746027.3758176
340,acm,2025,MCAP: Low-Pass GNNs with Matrix Completion for Academic Recommendations,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3698193
341,acm,2024,An Ontology Network for Citizen Curation,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3704729
342,acm,2024,Business Intelligence Based on Big Data in Innovative E-commerce Data,EXCLUDE,EC2 – web/social platform context (e-commerce),10.1145/3675417.3675463
343,acm,2026,SPICA: Scalable and Personalized Conversational Agent Framework for AAC Users,UNCERTAIN,no built environment context detected,10.1145/3742413.3789116
344,acm,2025,Semantic-AIGC Integration for the Design Regeneration of Yao Ethnic Decorative Motifs using Machine Learning,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3772726.3772845
345,acm,2025,Wealth-Voyager: Navigating IntelligentWealth Management with a Multi-Agent Framework,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3766918.3766944
346,acm,2022,Task-optimized User Clustering based on Mobile App Usage for Cold-start Recommendations,UNCERTAIN,no built environment context detected,10.1145/3534678.3539105
347,acm,2025,Accessibility Scout: Personalized Accessibility Scans of Built Environments,INCLUDE,IC3(generative: large language model) + IC4(context-aware) + IC5(built environment),10.1145/3746059.3747624
348,acm,2025,From Gaze to Data: Privacy and Societal Challenges of Using Eye-tracking Data to Inform GenAI Models,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3715669.3726788
349,acm,2025,Gathering Requirements for Stress Management in Autistic Adults for the Development of Augmented Reality Self-Interventions,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3777370
350,acm,2025,Filtering Discomforting Recommendations with Large Language Models,UNCERTAIN,no built environment context detected,10.1145/3696410.3714850
351,acm,2025,From Individuals to Crowds: Dual-Level Public Response Prediction in Social Media,EXCLUDE,"EC2 – web/social platform context (social media, weibo)",10.1145/3746027.3754828
352,acm,2021,Neighbourhood Wattch: Using Speculative Design to Explore Values Around Curtailment and Consent in Household Energy Interactions,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3411764.3445095
353,acm,2024,Aggregating Neighbourhood Information of Items with Knowledge Graph and User Intent Information behind Interaction for Recommendation,UNCERTAIN,no built environment context detected,10.1145/3653924.3653929
354,acm,2025,Research on Sentiment Analysis of Weibo Comments Based on ALBERT-BiGRN-Att,EXCLUDE,"EC2 – web/social platform context (social media, sentiment analysis)",
355,acm,2021,Personalized question-answering over linked data,UNCERTAIN,no built environment context detected,10.1145/3454127.3456585
356,acm,2026,A Survey of Personalization: From RAG to Agent,UNCERTAIN,no built environment context detected,10.1145/3802586
357,acm,2025,NExT-Search: Rebuilding User Feedback Ecosystem for Generative AI Search,UNCERTAIN,no built environment context detected,10.1145/3726302.3730353
358,acm,2026,XAIUI: User Belief-Driven Explainable AI for Context-Aware Adaptive Interfaces,UNCERTAIN,no built environment context detected,10.1145/3774657
359,acm,2025,DistillRecDial: A Knowledge-Distilled Dataset Capturing User Diversity in Conversational Recommendation,UNCERTAIN,no built environment context detected,10.1145/3705328.3748161
360,acm,2025,Enhancing Dual-Target Cross-Domain Recommendation via Similar User Bridging,UNCERTAIN,no built environment context detected,10.1145/3746252.3761356
361,acm,2022,Knowledge Graph Enhanced Community Consensus: a Scenario-based Knowledge Construction on Buddha Images,EXCLUDE,EC4 – no abstract available,10.1145/3502223.3502744
362,acm,2025,User Behavior Simulation with Large Language Model-based Agents,UNCERTAIN,no built environment context detected,10.1145/3708985
363,acm,2025,Ads that Talk Back: Implications and Perceptions of Injecting Personalized Advertising into LLM Chatbots,UNCERTAIN,no built environment context detected,10.1145/3770640
364,acm,2025,Transferable and Forecastable User Targeting Foundation Model,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3701716.3715266
365,acm,2025,Exploration of Precise Knowledge Service Mode of Video Websites Based on Group User Portrait,UNCERTAIN,no built environment context detected,10.1145/3711542.3711577
366,acm,2025,When Headlines Meet Minds: Empowering News Recommendations with Social Simulator,EXCLUDE,EC2 – web/social platform context (news recommendation),10.1145/3746027.3754565
367,acm,2024,Intent-Oriented Dynamic Interest Modeling for Personalized Web Search,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3639817
368,acm,2024,Analysis of Education Model Based on Student Big Data Portrait,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3697355.3697386
369,acm,2025,Creating General User Models from Computer Use,UNCERTAIN,no built environment context detected,10.1145/3746059.3747722
370,acm,2026,AI-Driven virtual sports and leisure Platforms: Innovative Models and User Experience Optimization,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3796028.3796107
371,acm,2025,Envisioning Recommendations on an LLM-Based Agent Platform,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3699952
372,acm,2023,Security and Usability of a Personalized User Authentication Paradigm: Insights from a Longitudinal Study with Three Healthcare Organizations,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3564610
373,acm,2026,Towards Co-Constructed Explanations: A Multi-Agent Reasoning-Based Conversational System for Adaptive Explanations,UNCERTAIN,no built environment context detected,10.1145/3765766.3765768
374,acm,2026,Loc-PredModel: A Proactive Weather Service Framework via Destination Prediction and Spatio-Temporal Data Alignment,UNCERTAIN,no built environment context detected,
375,acm,2025,Sentiment-Aware Neural Recommendation for User Experience Analysis in Short-Term Rentals: A Case Study from Chongqing,EXCLUDE,EC2 – web/social platform context (sentiment analysis),10.1145/3757749.3757861
376,acm,2025,Design and Evaluation of Generative Agent-based Platform for Human-Assistant Interaction Research: A Tale of 10 User Studies,UNCERTAIN,no built environment context detected,10.1145/3770661
377,acm,2023,"Recommender Systems, Autonomy and User Engagement",EXCLUDE,EC2 – web/social platform context (e-commerce),10.1145/3597512.3599712
378,acm,2025,Research on political Education Content Recommendation Model for Colleges and Universities Based on Graph Neural Networks,UNCERTAIN,no built environment context detected,10.1145/3764206.3764296
379,acm,2023,ViSDM 1.0: Vision Sovereignty Data Marketplace a Decentralized Platform for Crowdsourcing Data Collection and Trading,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3582515.3609556
380,acm,2025,AI-Powered Automated and Remote UX Evaluation Methods: A Systematic Literature Review,EXCLUDE,EC2 – web/social platform context (sentiment analysis),10.1145/3711670.3764614
381,acm,2024,"""They Make Us Old Before We're Old"": Designing Ethical Health Technology with and for Older Adults",UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3687017
382,acm,2026,"Music Listening, Mental Health, and Stress: A Computational Framework for Personalized Analysis and Recommendation",EXCLUDE,"EC2 – web/social platform context (social media, twitter)",10.1145/3797892
383,acm,2021,Standing in Your Shoes: External Assessments for Personalized Recommender Systems,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3404835.3462916
384,acm,2025,PKGRec: Personal Knowledge Graph Construction and Mining for Federated Recommendation Enhancement,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3746252.3761301
385,acm,2025,ClariLM: Enhancing Open-domain Clarification Ability for Large Language Models,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3746252.3761068
386,acm,2024,"""I Know I'm Being Observed:"" Video Interventions to Educate Users about Targeted Advertising on Facebook",EXCLUDE,EC2 – web/social platform context (facebook),10.1145/3613904.3642885
387,acm,2026,The Bayesian Storyteller: An Interactive System for Human-AI Collaborative Pitch Book Narrative Generation,UNCERTAIN,no built environment context detected,10.1145/3786304.3788844
388,acm,2026,Research on AI-enabled UGC Content Innovation in Mobile Social E-commerce,EXCLUDE,EC2 – web/social platform context (e-commerce),10.1145/3771792.3773890
389,acm,2023,Incorporating Explicit Subtopics in Personalized Search,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3543507.3583488
390,acm,2025,Sequence-augmented Conversational Recommendation System Based on Diffusion Models for Personalized Cultural Exploration,UNCERTAIN,no built environment context detected,10.1145/3743093.3770941
391,acm,2025,How Can Recommender Systems Benefit from Large Language Models: A Survey,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3678004
392,acm,2025,Human vs. Agent in Task-Oriented Conversations,UNCERTAIN,no built environment context detected,10.1145/3767695.3769490
393,acm,2026,A Study on the Optimized Distribution Framework for the Tobacco Products Market,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,
394,acm,2023,Research agenda for IoT-based comfort management systems in open-plan office spaces,EXCLUDE,EC1 – environment-only modeling (thermal comfort),10.1145/3594806.3596540
395,acm,2025,Bridging Personalization and Control in Scientific Personalized Search,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3726302.3729913
396,acm,2025,A Survey of Conversational Search,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3759453
397,acm,2025,Adaptive Interaction Paradigm for Mixed Reality Games,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3768627
398,acm,2025,Enhancing Capsule Network for Precision Marketing in E-commerce Live Broadcasting under Big Data,EXCLUDE,EC2 – web/social platform context (e-commerce),10.1145/3745238.3745263
399,acm,2021,IRF: A Framework for Enabling Users to Interact with Recommenders through Dialogue,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3449237
400,acm,2026,Research on Low-Cost Persona Construction Based on Prompt Fine-Tuning of Low-to-High Parameter Large Models and Machine Learning,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3788149.3788165
401,acm,2024,Design of a University Book Push System Based on Big Data,UNCERTAIN,no built environment context detected,10.1145/3644523.3644531
402,acm,2026,Statistical Filtering for Fair Item Ranking,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3801969
403,acm,2025,Reinforced Prompt Personalization for Recommendation with Large Language Models,UNCERTAIN,no built environment context detected,10.1145/3716320
404,acm,2023,An Efficient and Accurate GPU-based Deep Learning Model for Multimedia Recommendation,UNCERTAIN,no built environment context detected,10.1145/3524022
405,acm,2025,CuCap: Comparative Analysis of Customized Captioning between North American and South Korean d/Deaf and Hard-of-Hearing Users,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3663547.3746400
406,acm,2021,"A Cloud-based Robot System for Long-term Interaction: Principles, Implementation, Lessons Learned",UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3481585
407,acm,2025,LLM-Enhanced User–Item Interactions: Leveraging Edge Information for Optimized Recommendations,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3757925
408,acm,2023,The Elements of Visual Art Recommendation: Learning Latent Semantic Representations of Paintings,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3544548.3581477
409,acm,2025,Federated Recommender System Based on Diffusion Augmentation and Guided Denoising,UNCERTAIN,no built environment context detected,10.1145/3688570
410,acm,2024,Determining the Effect of Feedback Quality on User Engagement on Online Idea Crowdsourcing Platforms Using an AI model,EXCLUDE,EC2 – web/social platform context (sentiment analysis),10.1145/3686915
411,acm,2025,WikiHint: A Human-Annotated Dataset for Hint Ranking and Generation,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3726302.3730284
412,acm,2026,Research on the Impact of Personalized Consumption Characteristics of New Generation Employees in Enterprises Empowered by AI and Big Data on Performance Satisfaction,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3789297.3789350
413,acm,2025,Rethinking Convolutional Neural Network in Multimodal Sequential Recommendation,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3777377
414,acm,2026,Multilinguality in MIND: Advancing Cross-lingual News Recommendation with a Multilingual Dataset,EXCLUDE,EC2 – web/social platform context (news recommendation),10.1145/3777415
415,acm,2025,Real-Time Adaptive Industrial Robots: Improving Safety And Comfort In Human-Robot Collaboration,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3706598.3713889
416,acm,2024,SINKT: A Structure-Aware Inductive Knowledge Tracing Model with Large Language Model,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3627673.3679760
417,acm,2022,Providing A Topic-Based LSTM Model to Re-Rank Search Results,UNCERTAIN,no built environment context detected,10.1145/3529399.3529438
418,acm,2024,Understanding or Manipulation: Rethinking Online Performance Gains of Modern Recommender Systems,EXCLUDE,EC2 – web/social platform context (click-through rate),10.1145/3637869
419,acm,2026,Adaptive Learning Theory-Driven Recommendation Systems: Enhancing Personalized Pathways in Lifelong Education Credit Banks,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3785987.3786074
420,acm,2025,Large Language Models Empowered Personalized Web Agents,UNCERTAIN,no built environment context detected,10.1145/3696410.3714842
421,acm,2025,Agentic Feedback Loop Modeling Improves Recommendation and User Simulation,UNCERTAIN,no built environment context detected,10.1145/3726302.3729893
422,acm,2022,"Enthusiasts, Pragmatists, and Skeptics: Investigating Users’ Attitudes Towards Emotion- and Personality-Aware Voice Assistants across Cultures",INCLUDE,IC3(generative: natural language processing) + IC4(personality) + IC5(smart home),10.1145/3543758.3543776
423,acm,2023,Cultural Heritage Enhancement through Digital Storytelling and Context-Aware Recommender System,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3617233.3617241
424,acm,2022,Unbiased Sequential Recommendation with Latent Confounders,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3485447.3512092
425,acm,2025,An Efficient Spark-Based Framework for E-Commerce Data Analysis and Processing,EXCLUDE,EC2 – web/social platform context (e-commerce),10.1145/3776942.3776989
426,acm,2024,A Review of Mining User Needs Based on Text Sentiment Analysis Technology and KANO Model,EXCLUDE,EC2 – web/social platform context (sentiment analysis),10.1145/3696952.3696987
427,acm,2024,Teachable Facets: A Framework of Interactive Machine Teaching for Information Filtering,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3627508.3638289
428,acm,2025,"'Always Nice and Confident, Sometimes Wrong': Developer's Experiences Engaging Generative AI Chatbots Versus Human-Powered Q&amp;A Platforms",UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3710927
429,acm,2024,Construction of a Personalized Sports Course Teaching Platform in the Context of Internet+,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3660043.3660229
430,acm,2022,"Situational Recommender: Are You On the Spot, Refining Plans, or Just Bored?",UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3491102.3501909
431,acm,2025,Research on the Application and Strategy of AIGC Technology in Fashion Brand Communication,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3776942.3776979
432,acm,2025,"Exploring Personalized Health Support through Data-Driven, Theory-Guided LLMs: A Case Study in Sleep Health",UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3706598.3713852
433,acm,2021,A Survey on Conversational Recommender Systems,UNCERTAIN,no built environment context detected,10.1145/3453154
434,acm,2025,Research on E-commerce User Portrait Construction and Optimization Path Based on K-means Clustering Algorithm,EXCLUDE,EC2 – web/social platform context (e-commerce),10.1145/3746709.3746946
435,acm,2025,Report on the 2nd Workshop on Task-Focused IR in the Era of Generative AI,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3722449.3722466
436,acm,2025,A Text Mining Model for Evaluating the Communication Effectiveness of Educational Variety Shows,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3727353.3727375
437,acm,2021,Counterfactual Review-based Recommendation,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3459637.3482244
438,acm,2025,Report on the 1st Workshop on Simulations for Information Access (Sim4IA 2024) at SIGIR 2024,EXCLUDE,EC4 – workshop summary / non-full paper,10.1145/3722449.3722460
439,acm,2025,Evaluation of a Tailored Mobile Application for Self-Management of Low Back Pain: Towards a Metamodel for Designing Behavior Change Technologies,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3706598.3713224
440,acm,2025,The Centers and Margins of Modeling Humans in Well-being Technologies,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3706598.3713940
441,acm,2024,A Privacy Measure Turned Upside Down? Investigating the Use of HTTP Client Hints on the Web,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3664476.3664478
442,acm,2025,Modelling and Predicting User Actions in Conversational Information Retrieval,UNCERTAIN,no built environment context detected,10.1145/3731120.3744622
